,Returns,Volatility,Cluster
DOV,0.6339830737099693,24.980556182941367,3
DOW,0.1917323706550081,10.567206282369355,2
DTE,0.057873105433207186,11.103835418695763,2
DUK,0.07130215984054113,7.902491463474989,2
DRE,0.611288537465398,6.2032266523726305,1
DD,0.08730751352559422,13.00053760404235,2
DXC,0.24170011079461912,8.708579911977015,2
EMN,0.44596925023742107,21.865066214957253,0
ETN,0.935905116955675,27.78253142400712,3
EBAY,1.2599663788294357,13.047781247992305,3
ECL,0.16553998865365954,16.050261270048924,2
EIX,-0.15666991260279983,6.888878868197543,2
EW,0.5433889393048095,14.822997246977206,1
EA,0.4800999436340542,15.780352950580795,1
EMR,0.38380081209165207,15.449766702898893,1
ETR,-0.1392907211461018,10.315637485983766,2
EOG,0.30095867257654074,16.590513557563337,1
EFX,1.002614462525816,44.00550200805879,4
EQR,-0.025919207867109505,11.737210849997355,2
ESS,0.02884027123119647,42.25452477936091,0
EL,0.7594496781312446,55.09365852689908,4
EVRG,0.011587814855886384,5.583009640707478,2
ES,-0.0024941571403966187,4.473925480193473,2
RE,0.13223454813064095,30.03543544320475,0
EXC,0.11964056928037034,4.4725805384776685,2
EXPE,0.1792329148348387,36.82354753449338,0
EXPD,0.6535411216244981,19.824975152147957,1
EXR,0.6276936119751451,29.065039877640185,0
XOM,-0.07128377020425866,11.044652720518934,2
FFIV,0.42551726603992085,32.58079906905134,0
FB,0.7487868616246132,58.18866133590992,4
FAST,0.5150618980283618,7.064116368220696,1
FRT,-0.13438938543019732,20.508815641225596,2
FDX,0.5224998541475727,65.28763180215189,4
FIS,-0.04620392028396187,9.85976799152921,2
FITB,0.6144021801826686,8.518099330788731,1
FE,-0.22458067954221106,6.672123091934879,2
FRC,1.0332956480087834,37.77308192448812,3
FISV,0.07104887694866661,8.739614204607472,2
FLT,-0.05282876860785301,26.551619838369465,0
FMC,0.1181196611849814,10.888253731387072,2
F,0.8531975922164207,3.1789932288331575,1
FTV,0.24593496764191405,8.055931525039952,2
FBHS,0.5976632484209056,17.51403578838356,1
FOXA,0.30170276043547045,5.434328082035132,1
FOX,0.2398734124114432,4.759835385330387,2
BEN,0.10625443624629428,5.010910837618408,2
GPS,0.296189443331702,7.771889762485935,1
GRMN,0.9016252314914985,27.209653477728107,3
IT,1.2413861738439218,62.26468490890015,4
GD,0.19322325258821546,23.025700620401143,0
GE,0.473463718552056,21.980610518143983,1
GIS,0.21762664779843233,3.865487840459418,2
GM,0.6092965089023448,13.028972915167111,1
GPC,0.2847668308984529,17.42757577508721,1
GILD,0.02780301643140388,5.325670385156318,2
GL,-0.03327458322643572,11.192599059753565,2
GPN,-0.018419753904244572,18.291671667379628,2
GWW,0.3859331784976785,59.67051679675297,4
HAL,0.32136611763254236,5.057407457189897,1
HBI,0.07210035021671748,3.371365900694272,2
HIG,0.28209071680276226,12.067212053843088,1
HAS,-0.07778705357808752,11.78010222530954,2
HCA,0.9466400146484375,48.25519147200117,4
PEAK,-0.08725721644007663,3.9993245067720142,2
HSIC,0.24087830665867938,7.875376908981599,2
HSY,0.23549909387580137,15.215626105675698,1
HES,0.32720197928414674,15.416402157610463,1
HPE,-0.026746392797496524,2.722392433984254,2
HLT,0.4628459285912002,20.606066683077827,1
HOLX,0.5379614379552454,11.950383307032586,1
HD,0.5884389669638637,42.88617666695716,4
HON,0.27166677212370816,32.22225214834808,0
HRL,0.026914663997218542,2.6878528074471046,2
HST,-0.0008934661214461702,2.7182685250639467,2
HWM,0.08895371880827913,7.529637327555124,2
HPQ,0.7938082698042547,5.702250813203347,1
HUM,0.6121036845976568,42.226034749738616,4
HBAN,0.16015353025210677,2.803382493405795,2
HII,-0.039914812929818834,33.5546441201202,0
IEX,0.4029968636484175,27.50577302552634,0
INFO,0.7740735290682225,18.212768002191225,3
ITW,0.4054517318005618,25.10636542256803,0
ILMN,0.32050711606081617,65.7496126700759,4
INCY,-0.13845165621849817,9.678565037038522,2
IR,0.6935834210835944,8.928013049779358,1
INTC,-0.045663380096424136,5.3591663423086535,2
ICE,0.43030883814122306,12.20429822795207,1
IBM,-0.04636687876689618,11.001713761248592,2
IP,0.3304498236857977,9.289354308512475,1
IPG,0.6897113101691698,7.088754323336612,1
IFF,0.22070007518500373,12.999348788380306,2
ISRG,0.8992883130119502,54.639060888723506,4
IVZ,0.46221957950733017,6.564507731197048,1
IPGP,0.1523363497687268,35.795948838446755,0
IQV,0.7680651420070153,43.34825292627672,4
IRM,0.3390871869252982,7.1896100975616655,1
JKHY,0.25122285986489684,11.833831633631384,1
J,0.4854877676794279,21.057010969037314,1
JBHT,0.7106512633218645,26.419846576911926,3
SJM,0.13850691267339033,9.599707220484943,2
JNJ,0.28705887140012254,12.26549311739886,1
JCI,0.7458628795770393,14.378124589493856,1
JPM,0.3660721804313076,25.91780593868076,0
JNPR,0.13790286124859816,2.434177810144395,2
KSU,1.0837800855079467,57.33011234889303,4
K,0.0015407269046093766,3.083131318413614,2
KEY,0.32288222405659706,4.093263798576049,1
KEYS,0.7629305659983505,27.57757126662706,3
KMB,-0.042902603350951266,7.135948466069014,2
KIM,0.08695652957733478,4.390144820386206,2
KMI,-0.12940315012988898,2.652503639506722,2
KHC,0.2801862215820147,4.811692351279469,1
KR,0.6167268275888451,4.553495493789994,1
LHX,0.1968887621601183,20.531801297268483,0
LH,0.7135639269060687,49.05024759728411,4
LW,-0.21430427641890124,10.723005673326268,2
LVS,-0.37630803543277447,9.043718750788532,2
LEG,0.07704473512718345,7.482506938055862,2
LDOS,0.27665038319024426,7.629040551195389,1
LEN,0.6201387695363957,19.1167080102167,1
LLY,1.2763316703931658,41.1733280015309,3
LNC,0.24537264094088124,13.974490039328256,1
LIN,0.6416394544091603,41.924848580335116,4
LYV,0.4890199123266165,17.1319104743657,1
LKQ,0.7785466903812274,9.61733903946748,1
LMT,0.005683954043656572,24.703556184779753,0
L,0.1317860098904505,8.709795608219133,2
LOW,1.0900558926938448,36.588188545936596,3
LUMN,-0.031715009563627924,1.7696100071875427,2
LYB,0.10796741568163494,17.90668564755946,2
MTB,0.015357012511074533,25.12265505274999,0
MRO,0.3994974599434805,3.5784170427397988,1
MPC,0.024265269741935415,13.121809234341988,2
MAR,0.241914652672283,24.985365938259793,0
MMC,0.7199594706761465,18.332796009263735,1
MLM,0.4846735281489236,64.02213971756228,4
MAS,0.396196529894895,7.37772277410851,1
MA,0.3490790788517444,37.454373001907726,0
MTCH,1.28107222224862,34.18105289837308,3
MKC,0.006375026702880859,7.4471164650235835,2
MCD,0.2134985712302943,21.16484796672352,0
MCK,0.43118129222235657,23.785240528362284,0
MDT,0.17200114401063551,12.693087771412278,2
MRK,0.03664181457843512,4.097828761021711,2
MET,0.42372517561785217,10.999704193468428,1
MGM,0.7032246561382189,10.081080342383233,1
MCHP,0.6189870412904428,13.659459052891133,1
MU,0.4631635487927333,15.956514899394994,1
MSFT,1.2059454539189816,46.08566624598634,4
MAA,0.4781139034505081,26.827055771799756,0
MHK,0.4957666607903732,44.350694698836136,4
TAP,-0.2538200403334601,7.4143591705179315,2
MDLZ,0.14187401171365188,4.176938824299515,2
MNST,0.49620201439733175,13.258574117612715,1
MCO,0.7906345236929894,49.42929167943731,4
MS,1.2294580503745132,21.224193783742432,3
MOS,1.1260039313212784,8.59403222187269,3
MSI,0.5110566166969756,31.411606583978152,0
NDAQ,0.9904000623708118,30.55290337471543,3
NTAP,0.6856627580639225,16.292701671053216,1
NWL,0.1642673300513209,4.830463930950283,2
NEM,0.4925831940627308,9.041496255021876,1
NWSA,0.7544532480343845,5.815267712530255,1
NWS,0.7185524041037885,5.250509958188829,1
NEE,0.4210060754452846,8.688857114846373,1
NLSN,-0.08423276026649894,4.392825269761528,2
NKE,0.796902682611851,26.150890597704198,3
NI,-0.11559932477154755,2.0292470316711437,2
NSC,0.5728791715105286,39.71842206911168,4
NTRS,0.2294967526604994,15.099850034643687,1
NOC,0.13552434681259287,28.176157923121526,0
NLOK,0.16000865636444436,2.9725961016462765,2
NCLH,-0.4945065965746311,13.441995889800696,2
NRG,0.018241893464771636,4.4033490819273355,2
NUE,1.0602353084216445,24.945772230389494,3
NXPI,0.8906853846133375,41.00790336697732,4
OXY,-0.172381195500299,10.02412712352397,2
OMC,-0.07857229277924517,11.368630712529134,2
OKE,-0.07962545013587705,16.43147396360531,2
ORCL,0.8129378140349792,13.746311220530059,1
OGN,0.0,2.571399535017744,2
OTIS,0.0,12.631556900937635,2
PCAR,0.15710483030829034,9.216488722027151,2
PKG,0.2490785776339073,20.36638919219658,0
PH,0.6317362111477961,58.33227445284296,4
PAYX,0.4592090398330072,15.152118631815108,1
PYPL,1.377237512039331,66.32827363107234,4
PNR,0.8468751117587131,13.695391572515978,1
PBCT,0.10618678787162195,2.832221496569633,2
PEP,0.1567191290594338,8.965284273857256,2
PKI,1.0889805914853439,31.14219089446915,3
PFE,0.24733470391129578,3.9178592094552056,2
PM,0.19005529695440554,9.980366517957433,2
PSX,-0.24432793501187378,17.840791855159402,2
PNW,-0.29193391077852404,7.405419244661395,2
PXD,0.4914519740046996,31.46366571328336,0
PNC,0.487843377759184,34.798625718586344,0
PPG,0.29600259984672067,25.678313528681947,0
PPL,-0.12360401716510085,3.1302701090256924,2
PFG,0.21672464253164028,10.948153889540551,2
PG,0.1276544610009186,9.751819600413183,2
PGR,0.3858787672809802,9.679417880312002,1
PLD,0.569334455636175,15.812708006077441,1
PRU,0.2516984514904362,17.956756163970052,1
PTC,0.8553968452370435,28.465594398385555,3
PEG,0.010838568834249655,5.1799167816614675,2
PSA,0.35770807509016067,42.28391019166521,0
PHM,0.21130885307306718,8.7053500027927,2
PVH,0.2359643995169058,25.233942198947993,0
QRVO,1.115476611838022,36.76363580633525,3
QCOM,0.680972304978366,27.799606208843677,3
DGX,0.4491475260457972,15.975567021598833,1
RL,0.2742482882371343,21.735539744741462,0
RJF,0.8251102020469148,17.605173187130784,3
RTX,0.010628003890145232,13.14995994773848,2
O,-0.08806425790430294,7.803447664808318,2
REG,0.019878159938770013,11.207748235355107,2
RF,0.4891841074716669,4.296744891205112,1
RSG,0.5099550911479533,13.582092693828402,1
RMD,1.0951223543284732,40.132740166985606,3
RHI,0.932851215514363,19.077244795977176,3
ROK,0.8195587386466457,43.908184210282855,4
ROL,0.5260751108942864,5.75862565270721,1
ROP,0.4756417227184108,48.69580601860675,4
ROST,0.023904376415140875,14.762031435762967,2
RCL,-0.22275664028936906,25.265101132474165,2
SPGI,0.7993558874294479,57.05798963052331,4
CRM,0.9856873130767373,39.00412210451909,3
SBAC,0.4182348967321092,33.11633433817885,0
SLB,-0.020791783809342938,7.454183896948765,2
STX,0.5849928294681828,16.55929542229004,1
SEE,0.43862196702887446,10.004801372542543,1
SRE,-0.11920838975766908,11.603251848434482,2
SHW,0.614057989297557,42.313347253592745,4
SPG,-0.05652677796901213,33.13005673674353,0
SWKS,0.8452446816256897,32.11457901195235,3
SNA,0.27308964434717425,39.66652961858422,0
SO,0.015496353069408832,4.732827115800124,2
LUV,-0.15798898163103683,10.144853408562163,2
SWK,0.2961825619427879,29.773989044028852,0
SBUX,0.37773500906070856,16.3151980532894,1
STT,0.5076675942603457,11.135928421683104,1
STE,0.7160273705293575,26.018556532870107,3
SYK,0.29648546232448325,32.32760156180204,0
SYF,0.39817203969508164,10.486021132285153,1
SNPS,1.361530700723208,58.53465538596923,4
SYY,-0.007979699528436721,12.04498101183471,2
TMUS,0.4301668382219167,22.07911961188504,0
TROW,0.8292898887939166,34.45283692041738,3
TTWO,0.4645328250506272,26.829443366185227,0
TPR,0.5427849991438816,11.554848006221336,1
TGT,1.3630838891546206,51.01513215751642,4
TEL,0.5750427121766947,25.477720750225025,0
TDY,0.33743039932579183,50.03813145854749,4
TFX,0.17800781488299613,31.982209871674954,0
TER,0.8681666991861898,27.126104614757434,3
TXN,0.6946625038433694,30.23572671378558,3
TXT,0.5831016499728443,14.535383617890373,1
TJX,0.10319740164328199,7.652223015725769,2
TSCO,1.158673500528141,38.04771482339771,3
TT,0.937536534693649,37.519997176663104,3
TRV,0.23069321322275235,19.59365275323559,0
TRMB,1.2399023625901742,19.375291711508567,3
TFC,0.21677670084985415,9.459061008496228,2
TWTR,1.008130081300813,14.973565099409365,3
TSN,0.0744024792885271,10.253465451171195,2
UDR,0.10618932333796206,6.887832577693858,2
ULTA,0.5527560849316755,59.083871961831015,4
USB,0.1097496031691996,9.887583224345745,2
UAA,0.016778449850447952,5.203946693116103,2
UA,-0.04260912447080124,4.324960809915071,2
UNP,0.41346321498092675,25.053826198245222,0
UAL,-0.48235159846056297,18.892065955762313,2
UNH,0.833871841520769,54.56459921776068,4
UPS,0.7830891104029778,38.625080735091565,3
UHS,-0.06724254272803744,20.52995061561328,2
VLO,-0.14817872322469175,16.157411242525864,2
VTR,-0.24686075739346947,10.134637354343361,2
VRSN,0.18193080989723878,12.783851212568011,2
VRSK,0.4206010057452527,19.339290108262787,1
VZ,-0.1299933932316769,2.3344842408503226,2
VRTX,-0.04733378810754453,30.829991589684028,0
VFC,-0.22109669564554113,11.494046657374836,2
VIAC,0.05104897238991477,13.941617117247642,2
VTRS,-0.24301372162283283,2.2118551803861513,2
V,0.33107344574043673,21.276629253565265,0
VNO,-0.30796646235292086,10.463003878879334,2
VMC,0.30990381505423376,26.065400113280052,0
WRB,0.16157326145496698,8.190214167428534,2
WAB,0.32946241371947804,11.357429086326285,1
WMT,0.25869022319662666,11.541387720011635,1
WBA,-0.09303951921223735,6.846211637972522,2
DIS,0.3208967051627212,29.363850973585656,0
WM,0.42255021735381554,17.06507965789423,1
WEC,-0.036698271452406686,5.039261745372059,2
WFC,-0.009510764687816663,10.6025946085363,2
WELL,-0.1101386796208483,14.366634552340148,2
WDC,-0.044858903950063866,12.380934287055661,2
WU,-0.20743236073698643,2.3814912815066953,2
WRK,0.2928192176339664,9.658943537073121,1
WY,0.2906657995233852,5.769033661803634,1
WHR,0.2992462141036343,41.875308945234586,0
WMB,0.23772612493528217,3.2676172435543673,2
WLTW,0.31466850699579735,21.70038451519532,0
WYNN,-0.23012549575428853,23.519794526892035,2
XEL,0.0037185909570045515,3.934536965610375,2
XLNX,0.8874569300126784,24.480251037567623,3
XYL,0.578799553255135,21.187088841155358,1
YUM,0.15364851732044144,15.086160042645359,2
ZBH,0.12269926158501139,17.811862086402083,2
ZION,0.3874973794530329,10.929388033546923,1
ZTS,0.7169174986605896,26.173037087055597,3
